,current_round,current_time,current_loss
0,0,2.4624109268188477,98.19594733209264
1,1,2.7902517318725586,7.786077833521957
2,2,3.1060831546783447,1.0433779013734226
3,3,3.4293453693389893,0.47665030270898257
4,4,3.747823476791382,0.388192314511431
5,5,4.063601732254028,0.36362753380331114
6,6,4.383659839630127,0.348668366286056
7,7,4.706625938415527,0.3339172373528168
8,8,5.029509544372559,0.3219584808441004
9,9,5.350545883178711,0.3104772280274409
10,10,5.669621467590332,0.2995831471208016
11,20,8.627869606018066,0.2346959649607708
12,30,11.612303733825684,0.204280076911639
13,40,14.586038589477539,0.1886858549475645
14,50,17.591581106185913,0.17822957029090825
15,60,20.56162428855896,0.17172903703474215
16,70,23.51975393295288,0.1668778777128213
17,80,26.486775875091553,0.16305768613729024
18,90,29.45637536048889,0.16011087871610793
19,100,32.41931104660034,0.15757609628393326
20,110,35.41925930976868,0.15560055968297695
21,120,38.40510392189026,0.1537293915603165
22,130,41.376176834106445,0.1524172599598264
23,140,44.35056734085083,0.15080996366419153
24,150,47.343050718307495,0.14958125906870298
25,160,50.33479905128479,0.14878336708612275
26,170,53.32243990898132,0.1476896475400965
27,180,56.311503648757935,0.14668576798351277
28,190,59.27635669708252,0.14575545908418105
29,200,62.26579213142395,0.1449978389170629
30,250,77.0146996974945,0.14192637282193363
31,300,91.78244185447693,0.13969309498585533
32,350,106.49987459182739,0.13797924824886004
33,400,121.25219798088074,0.13662648408576342
34,450,136.0036106109619,0.13573393410294254
35,500,150.75194334983826,0.1346288820484133
36,600,180.18883395195007,0.13323218494767497
37,700,209.57330536842346,0.13193488142341878
38,800,238.77088618278503,0.13101396713330063
39,900,268.2297697067261,0.1302187733831493
40,1000,297.4651589393616,0.1295712084627374
