,current_round,current_time,current_loss
0,0,1.0720806121826172,36.293490965055625
1,1,1.2937753200531006,11.288379290633593
2,2,1.5064988136291504,4.2849983206618045
3,3,1.725231409072876,2.1032659292222853
4,4,1.9429588317871094,1.2540189815331955
5,5,2.162546396255493,0.967144462201553
6,6,2.3781933784484863,0.8900037606909965
7,7,2.593066453933716,0.8432654586701963
8,8,2.814974069595337,0.8060669571307033
9,9,3.031733751296997,0.7734381741704451
10,10,3.2499306201934814,0.7441721478811159
11,20,5.2472288608551025,0.573325988110747
12,30,7.225152492523193,0.49446190638823795
13,40,9.21045970916748,0.449104878641727
14,50,11.191006660461426,0.4193923015939578
15,60,13.20188307762146,0.3983402321012647
16,70,15.204637289047241,0.3824123057145434
17,80,17.187718152999878,0.36995839436355693
18,90,19.182530164718628,0.3598899244377793
19,100,21.375266551971436,0.35155361650487194
20,110,23.52682638168335,0.3445032264782055
21,120,25.676172733306885,0.33846468396515855
22,130,27.826780796051025,0.33322636394931676
23,140,29.96961522102356,0.3286083509127257
24,150,32.11121892929077,0.32452209272380045
25,160,34.250537633895874,0.3208665486916624
26,170,36.38785529136658,0.3175901266002989
27,180,38.53665494918823,0.31461768715733734
28,190,40.677051067352295,0.31192646535164487
29,200,42.84021615982056,0.30945620463461126
30,250,53.50899934768677,0.29966656209254816
31,300,64.148432970047,0.292720817393228
32,350,74.92130327224731,0.28746402882004907
33,400,85.60847163200378,0.28332456487338836
34,450,96.25736880302429,0.27996596866725515
35,500,106.91499519348145,0.277158053622087
36,600,128.20341873168945,0.2727114066207098
37,700,149.49531149864197,0.2692920425652756
38,800,170.8353967666626,0.26656825576600607
39,900,192.14024424552917,0.2643164528712363
40,1000,213.32841277122498,0.2624129496360733
