,current_round,current_time,current_loss
0,0,2.439859628677368,0.6931471805599453
1,1,2.81040358543396,0.2777122139278554
2,2,3.184778928756714,0.2710622015386523
3,3,3.549891471862793,0.26194268486699795
4,4,3.9176955223083496,0.2526647797418988
5,5,4.274681806564331,0.24626491064438671
6,6,4.6446428298950195,0.2411830074747976
7,7,5.005752325057983,0.2381986238458308
8,8,5.368777513504028,0.23584268480926318
9,9,5.733036994934082,0.233917540684559
10,10,6.099358558654785,0.2323547002577578
11,20,9.53185224533081,0.22375785104082804
12,30,12.957065105438232,0.21942704740310548
13,40,16.388967275619507,0.21657745835077996
14,50,19.801842212677002,0.21451068612932328
15,60,23.17148733139038,0.21289917301286704
16,70,26.542071104049683,0.21156344380578698
17,80,29.896347522735596,0.21046129253164797
18,90,33.24083375930786,0.20951801902873113
19,100,36.62947154045105,0.2087063820743755
20,110,40.01732921600342,0.20797208777389165
21,120,43.417598724365234,0.20733340374551334
22,130,46.828064918518066,0.20674691466774484
23,140,50.18554329872131,0.20622052902074908
24,150,53.53312969207764,0.20573647756240973
25,160,56.90577483177185,0.20529202461268778
26,170,60.284735441207886,0.20488577608176092
27,180,63.65740394592285,0.2045047765164636
28,190,67.05169034004211,0.20415322533756186
29,200,70.39318752288818,0.20382172563777246
30,250,87.1234700679779,0.20244077696169976
31,300,103.90127873420715,0.20136747418264261
32,350,120.69720768928528,0.20050685151733538
33,400,137.47868061065674,0.19978663208348466
34,450,154.28981852531433,0.19917699387374796
35,500,171.1827266216278,0.19864320425873375
36,600,204.59164953231812,0.19776312483234626
37,700,238.30988073349,0.19704183678059523
38,800,272.05053782463074,0.1964475390624234
39,900,305.9800775051117,0.1959416296730701
40,1000,339.9102256298065,0.1954998808678015
