,current_round,current_time,current_loss
0,0,2.507537603378296,98.42471131499263
1,1,2.852914571762085,12.973804944050556
2,2,3.2082326412200928,0.7393235520264085
3,3,3.5580246448516846,2.0234715858978167
4,4,3.9121522903442383,2.6713797384217717
5,5,4.255542278289795,0.993214842916671
6,6,4.6057727336883545,1.3638516105411664
7,7,4.956982374191284,0.8933030252229555
8,8,5.299988746643066,0.8860532353070668
9,9,5.648892402648926,0.8567075865282
10,10,6.002174615859985,0.8434018144819933
11,20,9.292781829833984,0.6930316898961957
12,30,12.5555739402771,0.6466543288322899
13,40,15.827133655548096,0.6087906848955014
14,50,19.144609689712524,0.582467792364247
15,60,22.43296241760254,0.5535721448447865
16,70,25.716922998428345,0.5319317348025044
17,80,28.971983671188354,0.5137619586582609
18,90,32.230239391326904,0.4969978565395295
19,100,35.5261595249176,0.4799706127836538
20,110,38.786367893218994,0.4662754216190642
21,120,42.03774571418762,0.45390619530088755
22,130,45.31401610374451,0.4419421485718941
23,140,48.588592290878296,0.43154527125133263
24,150,51.838151931762695,0.42183810637516533
25,160,55.1524932384491,0.41294747795131076
26,170,58.42557978630066,0.40521492605888004
27,180,61.702258348464966,0.39726123181024625
28,190,64.96927452087402,0.3894622960540939
29,200,68.2347960472107,0.38203069267083334
30,250,84.57540917396545,0.3528127843827309
31,300,100.96381378173828,0.3304002169075626
32,350,117.28568625450134,0.3122849563034909
33,400,133.6715443134308,0.29744054969771183
34,450,150.0697500705719,0.28506503249615045
35,500,166.44333744049072,0.27434965840915826
36,600,199.44328904151917,0.25659040405355965
37,700,232.5285165309906,0.24329354648629
38,800,265.55889344215393,0.23207898263637772
39,900,298.4946720600128,0.22305951238841074
40,1000,331.05280208587646,0.21602166413712304
