,current_round,current_time,current_loss
0,0,1.0616040229797363,36.29925685945055
1,1,1.2858011722564697,0.5766053935085871
2,2,1.503664255142212,0.4116390785393393
3,3,1.7258906364440918,0.3580962608599315
4,4,1.9471755027770996,0.32929834325504304
5,5,2.169393301010132,0.31316558080486134
6,6,2.3913121223449707,0.30239672861966416
7,7,2.6078836917877197,0.2949627551742662
8,8,2.827010154724121,0.2875428544030643
9,9,3.043041944503784,0.28270675126147354
10,10,3.261979818344116,0.2797249649547624
11,20,5.268516302108765,0.26034027080304367
12,30,7.275513172149658,0.25324371813065744
13,40,9.265695095062256,0.24912310984847694
14,50,11.259521961212158,0.246372823911994
15,60,13.25128984451294,0.24436890509848513
16,70,15.249921798706055,0.24279834021305882
17,80,17.24512243270874,0.24152678434754274
18,90,19.241616010665894,0.24048142436902556
19,100,21.256088256835938,0.23958069528471485
20,110,23.253321886062622,0.23880107746810905
21,120,25.255642414093018,0.23811794624759933
22,130,27.258974313735962,0.23750848446700634
23,140,29.313374519348145,0.2369647321407831
24,150,31.529768705368042,0.23646788907074812
25,160,33.7822949886322,0.23601269461784039
26,170,36.03241324424744,0.23559960831668564
27,180,38.277323961257935,0.2352231165830495
28,190,40.517457246780396,0.23486571339330475
29,200,42.69477677345276,0.23453312590339528
30,250,53.44347882270813,0.23316072916491393
31,300,64.15468716621399,0.23210125091954842
32,350,74.8932991027832,0.23124773835884052
33,400,85.6040620803833,0.2305362221145
34,450,96.32435607910156,0.2299276958304908
35,500,107.15228819847107,0.22940300398715954
36,600,128.62761926651,0.22852280232587566
37,700,150.07973837852478,0.2278023957632607
38,800,171.54835844039917,0.2271976842227976
39,900,192.95538783073425,0.22667917929461287
40,1000,214.3239550590515,0.2262240243937827
