,current_round,current_time,current_loss
0,0,2.447150707244873,97.98419723537225
1,1,2.7609333992004395,0.40655465878146907
2,2,3.0725936889648438,0.35107505806085076
3,3,3.387563705444336,0.3138012091390164
4,4,3.7028968334198,0.28565770714687455
5,5,4.010010242462158,0.26499703234664046
6,6,4.327341079711914,0.24942201042904114
7,7,4.640890836715698,0.2371361262500749
8,8,4.948618412017822,0.22791632019537056
9,9,5.26517391204834,0.21859885894515096
10,10,5.573733329772949,0.21122089143455905
11,20,8.466711282730103,0.17774359161627587
12,30,11.385847568511963,0.16591896864999392
13,40,14.302597284317017,0.1600678119794759
14,50,17.181514978408813,0.15571714160756048
15,60,20.068097829818726,0.15262035162294563
16,70,22.933939933776855,0.1503564336582972
17,80,25.84071397781372,0.14850583316975682
18,90,28.75765371322632,0.14847111884296163
19,100,31.64960026741028,0.14577674654198083
20,110,34.54336619377136,0.1445405128136266
21,120,37.41895294189453,0.14357062599717493
22,130,40.3172812461853,0.14278440897971967
23,140,43.199756145477295,0.1420233317133828
24,150,46.057276487350464,0.1412062239214764
25,160,48.957282304763794,0.14057936778638433
26,170,51.852171421051025,0.14000411017252337
27,180,54.73667907714844,0.13948384213524212
28,190,57.634886741638184,0.13917442305370145
29,200,60.51119542121887,0.1389873518380726
30,250,74.75356411933899,0.1366650391649406
31,300,88.93366575241089,0.13527234569975116
32,350,103.31311655044556,0.13422750836697134
33,400,117.66995096206665,0.1333086538245721
34,450,131.94456148147583,0.13255667047450032
35,500,146.30227136611938,0.1319275435883056
36,600,174.8250925540924,0.1308834589064235
37,700,203.36946773529053,0.1300860592877472
38,800,231.99974846839905,0.12940971884534913
39,900,260.87005400657654,0.1289773104456216
40,1000,289.7114636898041,0.1284383086624229
