,current_round,current_time,current_loss
0,0,1.1060152053833008,0.6931471805599453
1,1,1.3650977611541748,0.48616825022709803
2,2,1.6259019374847412,0.44545120728437343
3,3,1.8853988647460938,0.42745976648511463
4,4,2.1499664783477783,0.41840484075156564
5,5,2.418701648712158,0.4122069682333881
6,6,2.6878538131713867,0.4075396931522023
7,7,2.9511706829071045,0.40452216473856284
8,8,3.208714723587036,0.40189325666307985
9,9,3.4637703895568848,0.3995436174586447
10,10,3.7193994522094727,0.39753404517520097
11,20,6.121631145477295,0.38632471242606703
12,30,8.528805494308472,0.3806886835140339
13,40,10.93014907836914,0.377019423455349
14,50,13.330435037612915,0.3742890861689988
15,60,15.75367283821106,0.37216651627833774
16,70,18.15810465812683,0.3704288263196633
17,80,20.545753002166748,0.36896909854848337
18,90,22.922136783599854,0.3676669898429264
19,100,25.336069107055664,0.36655171265595077
20,110,27.70683217048645,0.36554567813756716
21,120,30.11021637916565,0.36464795948001627
22,130,32.68050670623779,0.3638430224073804
23,140,35.248725175857544,0.3630816271999397
24,150,37.79348421096802,0.36240790484420465
25,160,40.341644525527954,0.36176514957805656
26,170,42.93120193481445,0.3611714933687749
27,180,45.50722002983093,0.3606183692098105
28,190,48.064911127090454,0.3600972714986026
29,200,50.6198570728302,0.35961703263934813
30,250,63.365450859069824,0.35752992327324146
31,300,76.16608500480652,0.35588225296239184
32,350,88.83395147323608,0.35453232096791587
33,400,101.5735239982605,0.3533829442741916
34,450,114.35110664367676,0.35238782502969673
35,500,127.05556964874268,0.3515163853376997
36,600,152.54374957084656,0.35004518247965627
37,700,178.0757315158844,0.3488366516812458
38,800,203.4620394706726,0.3478201612595231
39,900,228.91323828697205,0.3469426975368411
40,1000,254.3579866886139,0.3461783811973673
